Amend Id,Timestamp,Book,Currency Pair,Side (Base CCY),Quantity,Price,Margin Pips,Margin Bps,Markup,Market,Dealt CCY,Dealt Quantity,Value Date,Trade Details,Trade Date,Trade ID,Order ID,Counterparty,
"","2025-03-25 15:36:37.263","HOUSE_BOOK","EURUSD","SELL","100,000","1.0789540","","","","ORIENT_FLEX","EUR","100,000","2025-03-28","","2025-03-25","VHD8695186","VHG8699649","ORIENT_FLEX",
"","2025-03-25 15:36:37.263","jfx","EURUSD","SELL","100,000","1.0788040","1.5","1.39","$ 15","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-25","VHG0709604","VHI0706619","HOUSE_BOOK",
"","2025-03-25 15:31:04.289","WAREHOUSE_BOOK","EURUSD","BUY","85,000","1.0782590","","","","ORIENT_FLEX","EUR","85,000","2025-03-28","","2025-03-25","VHD8695138","VHG8699603","ORIENT_FLEX",
"","2025-03-25 15:12:30.023","HOUSE_BOOK","EURUSD","BUY","100,000","1.0782290","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-25","VHG0319145","VHG0319142","WAREHOUSE_BOOK",
"","2025-03-25 15:12:30.022","jfx","EURUSD","BUY","100,000","1.0783790","1.5","1.39","$ 15","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-25","VHG0709136","VHI0706617","HOUSE_BOOK",
"","2025-03-25 15:12:23.492","HOUSE_BOOK","EURUSD","BUY","85,000","1.0783290","","","","POSITION_TRANSFER","EUR","85,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-25","VHG0319140","VHG0319137","WAREHOUSE_BOOK",
"","2025-03-25 15:12:23.491","jfx","EURUSD","BUY","85,000","1.0784790","1.5","1.39","$ 12","SPARK_PRICING","EUR","85,000","2025-03-28","Filled","2025-03-25","VHG0709132","VHI0706615","HOUSE_BOOK",
"","2025-03-25 15:12:15.480","HOUSE_BOOK","EURUSD","SELL","100,000","1.0781240","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-25","VHG0319135","VHG0319132","WAREHOUSE_BOOK",
"","2025-03-25 15:12:15.479","jfx","EURUSD","SELL","100,000","1.0779740","1.5","1.39","$ 15","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-25","VHG0709128","VHI0706613","HOUSE_BOOK",
"","2025-03-24 18:17:49.530","WAREHOUSE_BOOK","EURUSD","BUY","85,000","1.0848040","","","","ORIENT_FLEX","EUR","85,000","2025-03-28","","2025-03-24","VHD8695131","VHG8699117","ORIENT_FLEX",
"","2025-03-24 18:17:49.302","HOUSE_BOOK","EURUSD","BUY","100,000","1.0848040","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-24","VHG0319130","VHG0319127","WAREHOUSE_BOOK",
"","2025-03-24 18:17:49.301","jfx","EURUSD","BUY","100,000","1.0849040","1.0","0.921","$ 10","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-24","VHG0709124","VHI0706611","HOUSE_BOOK",
"","2025-03-24 18:17:43.955","HOUSE_BOOK","EURUSD","BUY","85,000","1.0847960","","","","POSITION_TRANSFER","EUR","85,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-24","VHG0319125","VHG0319122","WAREHOUSE_BOOK",
"","2025-03-24 18:17:43.954","jfx","EURUSD","BUY","85,000","1.0848960","1.0","0.921","$ 8","SPARK_PRICING","EUR","85,000","2025-03-28","Filled","2025-03-24","VHG0709120","VHI0706609","HOUSE_BOOK",
"","2025-03-24 18:17:37.485","HOUSE_BOOK","EURUSD","SELL","100,000","1.0847610","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-24","VHG0319120","VHG0319117","WAREHOUSE_BOOK",
"","2025-03-24 18:17:37.484","jfx","EURUSD","SELL","100,000","1.0846610","1.0","0.921","$ 10","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-24","VHG0709116","VHI0706607","HOUSE_BOOK",
"","2025-03-24 18:01:15.305","WAREHOUSE_BOOK","EURUSD","SELL","100,000","1.0849520","","","","ORIENT_FLEX","EUR","100,000","2025-03-28","","2025-03-24","VHD8695123","VHG8699111","ORIENT_FLEX",
"","2025-03-24 18:01:12.032","HOUSE_BOOK","EURUSD","SELL","100,000","1.0849510","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-24","VHG0319115","VHG0319112","WAREHOUSE_BOOK",
"","2025-03-24 18:01:12.031","jfx","EURUSD","SELL","100,000","1.0848510","1.0","0.921","$ 10","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-24","VHG0709112","VHI0706605","HOUSE_BOOK",
"","2025-03-24 18:01:09.000","WAREHOUSE_BOOK","EURUSD","SELL","85,000","1.0849620","","","","ORIENT_FLEX","EUR","85,000","2025-03-28","","2025-03-24","VHD8695119","VHG8699109","ORIENT_FLEX",
"","2025-03-24 18:01:04.830","HOUSE_BOOK","EURUSD","SELL","85,000","1.0849620","","","","POSITION_TRANSFER","EUR","85,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-24","VHG0319110","VHG0319107","WAREHOUSE_BOOK",
"","2025-03-24 18:01:04.829","jfx","EURUSD","SELL","85,000","1.0848620","1.0","0.921","$ 8","SPARK_PRICING","EUR","85,000","2025-03-28","Filled","2025-03-24","VHG0709108","VHI0706603","HOUSE_BOOK",
"","2025-03-24 18:00:55.974","WAREHOUSE_BOOK","EURUSD","BUY","100,000","1.0849160","","","","ORIENT_FLEX","EUR","100,000","2025-03-28","","2025-03-24","VHD8695115","VHG8699107","ORIENT_FLEX",
"","2025-03-24 18:00:52.683","HOUSE_BOOK","EURUSD","BUY","100,000","1.0849560","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-24","VHG0319105","VHG0319102","WAREHOUSE_BOOK",
"","2025-03-24 18:00:52.665","jfx","EURUSD","BUY","100,000","1.0850560","1.0","0.921","$ 10","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-24","VHG0709104","VHI0706601","HOUSE_BOOK",
"","2025-03-24 17:08:38.547","Granjaya","EURUSD","BUY","5,000","1.0842660","","","","ORIENT_FLEX","EUR","5,000","2025-03-28","","2025-03-24","VHD8695108","VHG8699103","ORIENT_FLEX",
"","2025-03-24 17:08:14.271","Granjaya","EURUSD","BUY","85,000","1.0843150","","","","ORIENT_FLEX","EUR","85,000","2025-03-28","","2025-03-24","VHD8695104","VHG8699101","ORIENT_FLEX",
"","2025-03-21 18:56:43.644","WAREHOUSE_BOOK","EURUSD","SELL","10,000","1.0843440","","","","MANUAL","EUR","10,000","2025-03-28","Filled by Manual Order Service |  <<Trade amendment by spadmin, original trade id: VHG0308605>>","2025-03-21","VHG0308607","VHG0308602","WAREHOUSE_BOOK",
"VHG0308607","2025-03-21 18:49:30.026","WAREHOUSE_BOOK","EURUSD","SELL","10,000","1.0843440","","","","MANUAL","EUR","10,000","2025-03-28","Filled by Manual Order Service","2025-03-21","VHG0308605","VHG0308602","ORIENT_FLEX",
"","2025-03-21 18:25:11.035","WAREHOUSE_BOOK","EURUSD","SELL","5,000","1.0839670","","","","ORIENT_FLEX","EUR","5,000","2025-03-28","","2025-03-21","VHD8694608","VHG8698103","ORIENT_FLEX",
"","2025-03-21 18:21:34.082","HOUSE_BOOK","EURUSD","BUY","85,000","1.0842440","","","","POSITION_TRANSFER","EUR","85,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-21","VHG0318125","VHG0318122","WAREHOUSE_BOOK",
"","2025-03-21 18:21:34.081","jfx","EURUSD","BUY","85,000","1.0843440","1.0","0.922","$ 8","SPARK_PRICING","EUR","85,000","2025-03-28","Filled","2025-03-21","VHG0708120","VHI0706109","HOUSE_BOOK",
"","2025-03-21 18:21:23.785","HOUSE_BOOK","EURUSD","SELL","100,000","1.0841970","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-21","VHG0318120","VHG0318117","WAREHOUSE_BOOK",
"","2025-03-21 18:21:23.784","jfx","EURUSD","SELL","100,000","1.0840970","1.0","0.922","$ 10","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-21","VHG0708116","VHI0706107","HOUSE_BOOK",
"","2025-03-21 18:15:36.443","WAREHOUSE_BOOK","EURUSD","SELL","85,000","1.0843470","","","","ORIENT_FLEX","EUR","85,000","2025-03-28","","2025-03-21","VHD8694604","VHG8698101","ORIENT_FLEX",
"","2025-03-21 17:27:06.547","HOUSE_BOOK","EURUSD","SELL","85,000","1.0829870","","","","POSITION_TRANSFER","EUR","85,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-21","VHG0318115","VHG0318112","WAREHOUSE_BOOK",
"","2025-03-21 17:27:06.546","jfx","EURUSD","SELL","85,000","1.0828870","1.0","0.923","$ 8","SPARK_PRICING","EUR","85,000","2025-03-28","Filled","2025-03-21","VHG0708112","VHI0706105","HOUSE_BOOK",
"","2025-03-21 17:26:52.954","HOUSE_BOOK","EURUSD","SELL","100,000","1.0830390","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-21","VHG0318110","VHG0318107","WAREHOUSE_BOOK",
"","2025-03-21 17:26:52.953","jfx","EURUSD","SELL","100,000","1.0829390","1.0","0.923","$ 10","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-21","VHG0708108","VHI0706103","HOUSE_BOOK",
"","2025-03-21 17:26:45.705","HOUSE_BOOK","EURUSD","BUY","100,000","1.0830310","","","","POSITION_TRANSFER","EUR","100,000","2025-03-28","Auto Hedger Trader Risk Trade; filled by Position Transfer Order Service","2025-03-21","VHG0318105","VHG0318102","WAREHOUSE_BOOK",
"","2025-03-21 17:26:45.693","jfx","EURUSD","BUY","100,000","1.0831310","1.0","0.923","$ 10","SPARK_PRICING","EUR","100,000","2025-03-28","Filled","2025-03-21","VHG0708104","VHI0706101","HOUSE_BOOK",
